id,Title,Season,Episode,Writers,Directors,Cast,Script;;;
WALTER: I'm sorry I upset you last night.;;;
DASHIELL KIM: Go away.;;;
WALTER: There's a little boy out there. He's in trouble. We're his only hope.;;;
DASHIELL KIM: I don't want to talk about math Walter.;;;
WALTER: Okay, okay. I don't need to talk about the equation. I need to know about the woman, where she took you.;;;
DASHIELL KIM: You're wrong. There was no woman.;;;
WALTER: Dashiell, if you don't, the boy... he'll end up like us.;;;
DASHIELL KIM: Walter please. I can't!;;;
WALTER: Yes, you can.;;;
DASHIELL KIM: It was so beautiful. She promised me things. What I wanted most of all, but when I couldn't solve the equation, she took it away. Everything she promised. It was all a lie...;;;
(flashes of Ben with a harness on his head, playing a keyboard and trying to solve the Equation for Ostler);;;
DASHIELL KIM: ... none of it was real. She hurt me. She put me in a dungeon. She filled my mind with images of the people I loved... and then tortured them ripping them apart all the while trying to suck the answers she wanted out of my head. But I couldn't - I couldn't give her what she wanted.;;;
WALTER: Where were you, Dashiell?;;;
DASHIELL KIM: I told you a dungeon.;;;
WALTER: No! No! No! Not some fantasy you nitwit. Where were you really?;;;
DASHIELL KIM: Dungeon! A dungeon in a red castle!;;;
WALTER: You listen. You answer me. Don't you understand? No listen. This is the only way we'll find him.;;;
DASHIELL KIM: None of it happened. It was just a dream. Just a bad dream.;;;
BRUCE SUMNER: You're making a terrible mistake. Despite whatever strings you've managed to pull, your father is not mentally fit to be released from this hospital.;;;
PETER: Thanks for the advice. My personal assessment is that he's safer with me than he is with you. He may not be the picture of sanity, but yesterday when I saw him come through that door, I saw him change. He was afraid.;;;
BRUCE SUMNER: So what are you saying? Are you saying that I somehow Managed to intentionally harm him? Office of Homeland Security? How'd you pull this off?;;;
PETER: Meaning?;;;
BRUCE SUMNER: Meaning that since you were here last. I learned a little bit about you. Enrolling at M.I.T. based on fraudulent credentials. Starting businesses and failing, and then running away from the consequences.;;;
PETER: Do you have a point?;;;
BRUCE SUMNER: You are not a fit guardian for Walter and I'm going to petition the state to have him removed from your custody.;;;
PETER: Excuse me?;;;
BRUCE SUMNER: Whether you're willing to recognize it or not - Walter is a danger... both to himself and to others.;;;
PETER: Then I guess the apple doesn't fall far from the tree. 'Cause you may think you know what he's capable of, but you have no idea what I'm capable of.;;;
BRUCE SUMNER: Are you threatening me?;;;
PETER: I'd like to see my father now.;;;
BRUCE SUMNER: Uh-huh.;;;
(at the security gate);;;
PETER (to Walter): Walter? Are you okay?;;;
WALTER: I'd like to go now.;;;
PETER: Of course, we'll go right now.;;;
WALTER: I've - I've failed. It was all for nothing. Dashiell went on and on like an incoherent loon about being taken to dungeons and red castles. Son, is that what it's like to talk to me?;;;
PETER: Walter... let's go home.;;;
CHARLIE: Excuse me ma'am, I'm Special Agent Francis with the FBI. I was wondering if you'd seen this boy. His name's Ben Stockton. He's ten years old.;;;
WOMAN AT DOOR: No, I'm sorry. What happened to him?;;;
OLIVIA: (answering cell phone) This is Dunham.;;;
PETER: (leaving St. Claire's) Hey it's me. I want you to know he's out.;;;
OLIVIA: Oh good! How's he doing?;;;
PETER: Yeah he's okay, but I hope you got a lead there because this was a total bust.;;;
OLIVIA: I'm sorry. So he wasn't able to connect with Dashiell?;;;
PETER: No, he's taking it pretty hard. He's beatin' himself up pretty good.;;;
OLIVIA: Did he get anything?;;;
PETER: He just said the guy was babbling on talking about red castles and dungeons. He did what he could.;;;
OLIVIA: I - I'm just glad he's okay.;;;
PETER: Yeah, me too.;;;
OLIVIA: And if any red castles appear, I'll let you know.;;;
PETER: Sure.;;;
(Olivia turns and sees a large red building behind some trees);;;
CHARLIE: It's not a drawbridge but it's close.;;;
OLIVIA: This place looks like it hasn't been used for a while.;;;
CHARLIE: (on cell phone) It's Francis. Could you pull up a property search on an address for me?;;;
OLIVIA: Charlie.;;;
CHARLIE: Yeah.;;;
OLIVIA: I think I found something. (a ladder well);;;
(Charlie and Olivia climb down and then into separate hallways);;;
CHARLIE: Watch yourself.;;;
(Olivia locates a room and sees Ben);;;
OLIVIA: (to herself) Oh, thank god. (to Ben) You're going to be okay.;;;
(Ostler enters the room and attacks Olivia. after the two fall to the ground, Ostler flees down the corridor. Olivia follows and orders her to stop);;;
OLIVIA: Stop! Put your hands in the air!;;;
(Ostler uses a remote control to activate a green-green-green-red sequence of lights to hypnotize Olivia);;;
CHARLIE: (startling her) You okay?;;;
OLIVIA: She was just there.;;;
PETER: Nice to be home right?;;;
WALTER: This place is filthy. Did you have a party while I was gone?;;;
PETER: No Walter I didn't have a party.;;;
WALTER: I don't want you to take this the wrong way, but I need space.;;;
PETER: Oh?;;;
WALTER: Sorry to spring this on you so suddenly but... these quarters are very cramped. I think I am ready for my own room.;;;
PETER: That's - that's not a problem. I can talk to Olivia tomorrow about getting you some on-campus housing.;;;
WALTER: That would be very beneficial.;;;
PETER: You know what you did by going back into that place was very, very brave, Walter.;;;
WALTER: (quietly) Thank you son.;;;
JOANNE OSTLER: Got it. Now let's see if it really does what you said it would.;;;
(Loeb attaches a device to a safe and places an apple inside the safe);;;
MITCHELL LOEB: Where's the equation?;;;
JOANNE OSTLER: Seems crazy that some numbers can make a machine like this work.;;;
MITCHELL LOEB: Look around your house your office, your kitchen - numbers make everything work. Here we go.;;;
(Loeb dons a glove and, with some effort, reaches through the solid back wall of the safe and removes the apple);;;
JOANNE OSTLER: It worked. That's incredible.;;;
(Loeb kills Ostler with a pistol and takes a bite of the apple);;;
MITCHELL LOEB: (on cell phone) It worked.;;;
OLIVIA: Ben, are you hungry? 'Cause there's a vending machine in the hall - I've got a roll of quarters.;;;
BEN: No, I'm okay. Thanks.;;;
OLIVIA: Sure?;;;
BEN STOCKTON: Mm-hmm.;;;
JEREMY STOCKTON: (finds his son waiting) Ben?;;;
BEN STOCKTON: Dad?;;;
JEREMY STOCKTON: Ben!;;;
BEN STOCKTON: Dad!;;;
BROYLES: Release forms. As soon as he signs they're free to go.;;;
OLIVIA: Yeah, uh, maybe we should just let them, uh, have a minute. Now I really need to call Peter and Walter. After what Walter went through, he'll be happy to know that Ben's alright.;;;
"BROYLES: Good work.""";;;
"9,The Dreamscape,1,9,Zack Whedon,Fred Toye,""['Dianne Zaremba as Nurse\n\n\nMatthew Martin\n as \nAgent ', 'Anna Torv as Olivia Dunham\n\n\nJoshua Jackson\n as \nPeter Bishop\n\n\nLance Reddick\n as \nPhillip Broyles\n\n\nKirk Acevedo\n as \nCharlie Francis\n\n\nBlair Brown\n as \nNina Sharp\n\n\nJasika Nicole\n as \nAstrid Farnsworth\n\n\nMark Valley\n as \nJohn Scott\n\n\nJohn Noble\n as \nDr', 'Yul Vazquez as George Morales\n\n\nSusan Misner\n as \nTess Amaral\n\n\nPtolemy Slocum\n as \nMark Young\n\n\nDavid Vadim\n as \nMichael Kelly\n\n\nCindy Katz\n as \nCharlotte\n\n\nTom Riis Farrell\n as \nGregory Worth\n\n\nCarlo Alban\n as \nFBI Tech Agent\n\n\nJuliet Pritner\n as \nForensics Agent\n\n\nCatia Ojeda\n as \nMelanie\n\n\nRobert Arcaro\n as \nBrian Cole\n\n\nHarry Sutton', 'Darby Totten as Agent ']"",""1 PROLOGUE 1.1 Massive Dynamic Briefing Room 2 ACT I 2.1 Olivia's Apartment - Call to Duty 2.2 Bell Plaza - New York 2.3 Massive Dynamic Building - 33rd floor 2.4 Mark Young's Apartment 2.5 Walter's Lab - Yogurt Clarification 2.6 Olivia's Research 2.7 Basement Labrador Lane 2.8 Advice at the Federal Buildng 3 ACT II 3.1 Coffee Shop 3.2 Walter's Lab & Toad Logic 3.3 Peter's Car 3.4 Revisiting the Tank in Walter's Lab 4 ACT III 4.1 Walter's Lab - Olivia Remembers 5 ACT IV 5.1 Walter's Lab - Olivia Sketches Morales 5.2 River Bank - Olivia Meets Broyles 5.3 Street Side - Peter Intercepts Michael 5.4 Federal Building - Locating Morales 5.5 Charlie and Olivia Chase Morales 6 ACT V 6.1 Hospital - The George Morales Offer 6.2 Massive Dynamic - Nina Sharp's Office 6.3 Hospital - George Morales Room 6.4 Massive Dynamic - Impasse with Nina 6.5 Hospital - George Morales Attacked 6.6 Street in Front of Massive Dynamic 6.7 Hallway in Front of Walter's Room 6.8 Street at Night 6.9 Olivia's Apartment";;;
1.1 Massive Dynamic Briefing Room;;;
2.1 Olivia's Apartment - Call to Duty 2.2 Bell Plaza - New York 2.3 Massive Dynamic Building - 33rd floor 2.4 Mark Young's Apartment 2.5 Walter's Lab - Yogurt Clarification 2.6 Olivia's Research 2.7 Basement Labrador Lane 2.8 Advice at the Federal Buildng;;;
3.1 Coffee Shop 3.2 Walter's Lab & Toad Logic 3.3 Peter's Car 3.4 Revisiting the Tank in Walter's Lab;;;
4.1 Walter's Lab - Olivia Remembers;;;
5.1 Walter's Lab - Olivia Sketches Morales 5.2 River Bank - Olivia Meets Broyles 5.3 Street Side - Peter Intercepts Michael 5.4 Federal Building - Locating Morales 5.5 Charlie and Olivia Chase Morales;;;
6.1 Hospital - The George Morales Offer 6.2 Massive Dynamic - Nina Sharp's Office 6.3 Hospital - George Morales Room 6.4 Massive Dynamic - Impasse with Nina 6.5 Hospital - George Morales Attacked 6.6 Street in Front of Massive Dynamic 6.7 Hallway in Front of Walter's Room 6.8 Street at Night 6.9 Olivia's Apartment;;;
(Catches her co-worker as he exits the elevator);;;
MELANIE: Hey.;;;
MARK YOUNG: Hey. Sorry.;;;
MELANIE: (marching quickly to the briefing room) I've been calling your cell.;;;
MARK YOUNG: The west side highway was a parking lot. Did they start?;;;
MELANIE: Yeah. Charlotte's been tap-dancing for the last twenty minutes.;;;
MARK YOUNG: Damn it.;;;
MELANIE: Wait, your tie.;;;
MARK YOUNG: Oh. Thank you.;;;
MELANIE: Don't forget this.;;;
MARK YOUNG: Thanks.;;;
MELANIE: And breathe.;;;
CHARLOTTE: And ExtenzaLife's market has remained remarkably stable, especially given Wall Street's recent financial difficulties. But let me turn things over to the man you've come to hear.;;;
MARK YOUNG: Hello.;;;
CHARLOTTE: Mark.;;;
MARK YOUNG: Sorry. I'm late. Thank you for your patience.;;;
BRIAN COLE: It's quickly fading.;;;
MARK YOUNG: Right. So let's get started. Okay, uh, as you can see from figure six, the three year rate of return on ExtenzaLife products exceeds that...;;;
BRIAN COLE: Well, Mister Young, a rocky start, but I'll be letting the board know we're in good hands.;;;
MARK YOUNG: Thank you.;;;
(alone in a room full of butterflies);;;
MARK YOUNG: What? Ow! Little bastard. Ow! Son of a- ow!;;;
(screaming);;;
BETH: (unseen, over the phone): Lauren and Craig will be here. Remember Craig? He's from South Africa?;;;
OLIVIA: Yeah, I remember him. Are you sure Bobby's going to be okay with it? You know, Beth, not everybody like a surprise.;;;
BETH: Oh please. The man loves being the center of attention. Do you know how many times he told me that he didn't want a party for his birthday? Anyway, I'm glad you're coming. It's been ages since we've had a chance to talk.;;;
OLIVIA: Yeah, can you hold on one sec? I've got another call. (switches calls) Hello?;;;
BROYLES: I need you to pick up the others and get to the Marlboro Airport.;;;
OLIVIA: Okay. I'm going to tell you something and you're going to think I'm joking, but I'm not. I quit. Only just for the next couple of days and I'm happy to rejoin the others after the weekend.;;;
BROYLES: Runway fourteen. The plane will be waiting.;;;
OLIVIA: So, where are we going?;;;
PETER: Just your average multinational corporation specializing in secret bioresearch and defense contracting. Massive Dynamic seems like such an innocent name for a corporation, don't you think?;;;
WALTER: Hmm. That's odd.;;;
OLIVIA: What?;;;
WALTER: The lacerations on the body. These no doubt were caused by shards of glass, but these under the shirt.;;;
PETER: They were caused by the glass, how come the shirt's not torn?;;;
WALTER: A fall of such height would cause compound fractures, massive internal bleeding, all evidenced in this poor chap, I'm sorry to say, but wounds this delicate--most unlikely.;;;
PETER: So, what do you think caused them?;;;
WALTER: Too early to tell. It's a shame I don't have a lab--I'd like to examine him.;;;
PETER: You do have a lab, Walter. Your lab at Harvard.;;;
WALTER: Yes, I do, don't I?;;;
NINA: Mark Young was a capable executive who displayed no signs of emotional dysfunction. He was one of our more promising analysts, in fact. Popular among his co-workers.;;;
OLIVIA: So why do you think he would jump to his death?;;;
NINA: I don't want to sound callous, Agent Dunham, but when you run a company of over three hundred thousand employees, you sometimes see a small percentage who succumb to the stress of their responsibilities, and, on occasion, the nature of our work.;;;
"OLIVIA: What do you mean by that? """"The nature of our work""""?";;;
NINA: Oh, I was simply referring to the pressure to deliver results, which the private sector seems to require. You would find it exhilarating.;;;
OLIVIA: Are you trying to change the subject by offering me another job?;;;
NINA: Well, I'd hate to sound like a suitor who's constantly being turned down for a date.;;;
OLIVIA: Well, just to be clear, as flattered as I am, I'm going to go wherever this investigation takes me.;;;
NINA: I would expect nothing less.;;;
OLIVIA: And I would expect more from you than the polite appearance of cooperation. You knew this man. He was a rising star in your company. There must be something more you can tell me about him.;;;
NINA: When one's domain includes the cutting edge of science, there is a risk of exposure to ideas that aren't easy to reconcile--certain realities. I'm sure you know what I mean, doing the work that you do. For some, it's too much to take.;;;
CHARLIE: You ever wonder how we survived as a species without drugs?;;;
FORENSICS AGENT: The, uh, hard drive is password-protected. Once we break the encryption, we'll send you his data.;;;
OLIVIA: Okay. Thank you.;;;
OLIVIA (to Charlie): Well, he wasn't planning on killing himself three days ago. He just booked a plane ticket.;;;
CHARLIE: To where?;;;
OLIVIA: Omaha, on the twenty-second of December.;;;
CHARLIE: Christmas in Nebraska. Sounds depressing.;;;
OLIVIA: Yeah, well, maybe he's got family there.;;;
CHARLIE: You find something?;;;
OLIVIA: No.;;;
WALTER: Seems my suspicions were correct. These wounds go all the way down to the bone itself, as if they originated on the inside and pierced their way up through the body tissue.;;;
ASTRID: How did that happen?;;;
WALTER: That is an excellent question.;;;
WALTER (to Peter): Peter, do you know what I've been remembering? Aspects of your childhood.;;;
PETER: That's charming, Walter. Blood samples are ready. Anything in there that explains those lacerations?;;;
WALTER: No, I don't believe so. Typical medications, all of them surprisingly legal.;;;
ASTRID: So they wouldn't have harmed him?;;;
WALTER: That is correct. Although they could have been used as a carrier to transfer the foreign compound to the victim's brain.;;;
ASTRID: What foreign compound?;;;
WALTER: Oh, didn't I mention it. Um, a synthetic in the blood. An ergoline derivative. Uh, perhaps he was treated for migraines, but it does not explain what caused these wounds.;;;
WALTER (to Peter): Coffee yogurt.;;;
ASTRID: The synthetic compound?;;;
WALTER: Peter, when he was thirteen, all he would eat was coffee yogurt. Almost drove his mother to tears.;;;
PETER: Walter, that wasn't me. That was you.;;;
WALTER: Oh.;;;
PETER (on cell phone): Hello?;;;
WALTER: If that's Agent Dunham, tell her to bring some coffee yogurt.;;;
PETER (on cell phone): Can you hold on for one second?;;;
WALTER: He's right about the yogurt. In case you haven't noticed, I can be quite obsessive.;;;
ASTRID: Really?;;;
PETER (on cell phone to Tess Amaral): Hey. Still there?;;;
TESS AMARAL: Yeah. Um, I'm sorry. I just didn't realize what it would do, hearing your voice.;;;
PETER: Listen.;;;
TESS AMARAL: No, listen. Don't bother making up a story, Peter. I know you're back. I need to see you. Peter?;;;
PETER: I can't get away right now.;;;
TESS AMARAL: Well, then, when?;;;
(Olivia sits in her apartment researching the case on her computer. she receives an email from John Scott telling her an address: 1312 Labrador Lane);;;
(Olivia finds a box containing toads);;;
CHARLIE: Hey, Liv. What do you know about a bunch of frogs? I just got a P.O. request from Agent Farnsworth, asking to send a terrarium and ten pounds of live insect larvae, and charge it off to the Mark Young case. Is there something you want to talk to me about?;;;
OLIVIA: Uh, I had some frogs transferred to Walter's lab.;;;
CHARLIE: These frogs. You think they have something to do with why the guy jumped out of the window?;;;
OLIVIA: Probably not.;;;
CHARLIE: Okay.;;;
OLIVIA: Charlie?;;;
CHARLIE: Yeah?;;;
OLIVIA: Come with me. You know how after John died you told me that I should maybe take some time off? You said that what happened with him was going to affect in ways that I couldn't even anticipate.;;;
CHARLIE: Yeah.;;;
OLIVIA: You were right. I feel like I'm going clinically insane, literally. I told you I saw him standing right in front of me.;;;
CHARLIE: This happen again?;;;
OLIVIA: And he's called me. He sent me an e-mail, and at first I thought it was him helping me like when we were partners. I know how it sounds.;;;
CHARLIE: Have you spoken to Doctor Katz?;;;
OLIVIA: Even though it's confidential, I'll still have a psych eval on my record. I know it seems so selfish to even say it, but I was thinking maybe I could just take a personal leave, just do nothing for a week or two and maybe clear my head.;;;
CHARLIE: Think that'll help?;;;
OLIVIA: I don't know.;;;
CHARLIE: Dunham.;;;
ASTRID: Agent Dunham, it's me. Doctor Bishop wants you back immediately. He thinks you've cracked the case. You are not going to believe this, but, um, the guy who jumped out the window? Doctor Bishop thinks it's because of the frogs.;;;
TESS AMARAL (to man holding door): Oh, thanks.;;;
PETER: Hi.;;;
TESS AMARAL: Hi.;;;
(they greet each other with a kiss);;;
TESS AMARAL: I wasn't sure you'd be here.;;;
PETER: That makes two of us. You look good, Tess.;;;
TESS AMARAL: You look older.;;;
PETER: Older? When my father first saw me, he told me he thought I'd be fatter, but I got to tell you--older actually kind of hurts.;;;
TESS AMARAL: Your father? Since when do you see your father?;;;
PETER: Long story.;;;
TESS AMARAL: Wait, listen to me. If I can find you, then they can find you.;;;
PETER: I know.;;;
TESS AMARAL: They'll hurt you.;;;
PETER: Can I get you a cup of coffee? Something to eat maybe?;;;
TESS AMARAL: Nothing changes with you, huh? It's the same old Peter, you just play it fast and loose until it's too late.;;;
PETER: Tess.;;;
TESS AMARAL: I mean, it was easy enough for you to leave the first time, why should it be any different now, right?;;;
PETER: I know that you believe that, Tessa, but you have to trust me, it was harder than you think.;;;
TESS AMARAL: Trust you? I'm not sure I ever even knew you.;;;
PETER: Yeah, you did. Maybe better than anyone. You still do.;;;
TESS AMARAL: What does that say about you? I'm not kidding. You need to leave Boston and never come back ever.;;;
PETER: Is that what you want me to do?;;;
TESS AMARAL: How can you ask me that? Come on.;;;
PETER: Tessa, look, it's comp...;;;
(Peter notices bruises on Tess arm);;;
PETER: Michael?;;;
TESS AMARAL: Things have changed.;;;
PETER: Yeah, apparently.;;;
TESS AMARAL: It'll be worse for you if you stay.;;;
WALTER: Psychophysiologic effects, otherwise known as psychosomatic. The ability of the mind to cause actual physical changes in the body.;;;
ASTRID: Mind over matter, like when you get scared and you get goosebumps.;;;
WALTER: Precisely. Although it is possible for the body to manifest physical changes imagined in the brain in a far more dramatic fashion. This test subject is in a highly suggestible state, as you can see in this archive footage. A form of hypnosis. I convinced him that he was in a meat locker. And what is more impressive, I told him that this ice cube was a burning coal.;;;
ASTRID: Oh, my god.;;;
WALTER: Cruel, I suppose, but very enlightening.;;;
OLIVIA: So, Walter, what does this have to do with frogs?;;;
WALTER: Uh, toads, actually--Bufo alvarius, a species which secretes a psychoactive compound. The substance which I couldn't identify in Mr. Young was in fact a concentration of the venom produced in the skin. Properly altered, it's an hallucinogen, a very powerful one. Quite unlike anything I have taken. It directly affects the amygdala, which is the fear center of the brain.;;;
OLIVIA: So you're saying that Mark Young hallucinated being cut on his body, and then his mind made it actually happen.;;;
WALTER: Yes. A very clever means of murder.;;;
"OLIVIA: What do you mean """"murder""""?";;;
WALTER: Oh, come on, we've discussed this. I'm sure we have discussed this.;;;
ASTRID: No, no, you and I did before Olivia got here.;;;
WALTER: The potency of the dose that I found in Mr. Young's blood was at least 30 times that that any sane person would ingest, which suggests that someone else gave him the drugs.;;;
OLIVIA: So whoever those frogs belong to may be the killer.;;;
ASTRID: I ran a property record search on the basement where you found the toads, but nothing came up. How'd you even find it in the first place?;;;
OLIVIA: It's a long story.;;;
OLIVIA: Walter. Walter. The shed where I found the frogs, John Scott led me to it.;;;
WALTER: You've been seeing him again because his memories are still in your head.;;;
OLIVIA: His memories?;;;
WALTER: Yes. Trapped like fragments, snapshots in your mind. Your work on this case must be a trigger to some knowledge he had.;;;
OLIVIA: So how long? I mean, how long is this gonna keep happening?;;;
WALTER: Could last for many years.;;;
OLIVIA: I need to get it out. I can't keep having John's life flash in front of my eyes every few days. There must be something you can do.;;;
WALTER: Perhaps, using a form of repressed memory therapy, we may be able to bring the memories to the surface, and purge them from your unconscious. But...;;;
OLIVIA: You'd have to put me back in the tank.;;;
WALTER: Yes. Yes. And I would always advise against that. The risk of physical, not to mention mental damage, it might cause could be catastrophic.;;;
OLIVIA: Walter, I'll do it. I need to do it.;;;
(Peter spies on Tess and Michael at their residence);;;
PETER (on cell phone to Astrid): Yeah.;;;
ASTRID: Peter, it's Agent Farnsworth. Um, where are you?;;;
PETER: Just putting some gas in the car. Why, what's up?;;;
ASTRID: I think you should just come back.;;;
OLIVIA: Ugh, Walter! How long is going to take?;;;
WALTER: Miss Dunham, what we're doing, what you have asked me to do, is pushing the boundaries of all that is real and possible. We're not roasting a turkey.;;;
ASTRID: The library was not open. I had to go to the book store.;;;
OLIVIA: What for?;;;
WALTER: When you're in the tank, you must listen to my voice at all times. This is a technique I developed decades ago in this very lab. Most of which I don't remember.;;;
WALTER: Is Peter coming?;;;
ASTRID: Yes.;;;
OLIVIA: Is that a bible?;;;
WALTER: Yes. Last time you were in the sensory deprivation tank, you went into a state of shared consciousness with Agent Scott. During that time, part of his memories crossed over into your brain. By putting you into a state of deep hypnosis, and by giving you substantial doses of psychoactive drugs, I can help you to access those alien memories that your mind has repressed. My voice is your guide. It is also your tether to reality. You must focus on my voice, or you may risk being lost in the memories. Uh oh.;;;
OLIVIA: What?;;;
WALTER: I just got an erection. Oh, fear not. It's nothing to do with your state of undress. I think I simply need to urinate.;;;
OLIVIA: That's good to know.;;;
WALTER: Will you get her in the tank, please?;;;
ASTRID: Are you sure about doing this again?;;;
OLIVIA: All I want is for it to stop, but if his memories can do some good, then at least I wasn't deceived for nothing.;;;
WALTER: You'll begin to feel sleepy. You must listen to my voice at all times. Concentrate on the name of the man from whom you seek information. And look for signs.;;;
OLIVIA: Signs?;;;
WALTER: I'll tell you when you get there.;;;
OLIVIA: Walter, what was the Bible for?;;;
WALTER: Well, you're taking untested psychedelics, lying in saline with an electric charge in the base of your cranium. Among other things, I thought it appropriate to pray you don't get electrocuted.;;;
OLIVIA: Praise the Lord.;;;
WALTER: Amen.;;;
WALTER: Next!;;;
"ASTRID: """"Then I will sprinkle clean water upon you""""";;;
"WALTER: """"And ye shall be clean. And of all thy filthiness, and all thy idols, I will cleanse thee and a new spirit I will give to thee. And a new spirit I will put within thee.""""";;;
ASTRID: Wow, nice. I didn't know you were so religious.;;;
WALTER: I'm not. Not anymore. - - Olivia, can you hear me?;;;
OLIVIA: Yes.;;;
WALTER: Good. You see the end of the escalator, Olivia? You will step off in five, four, three, two, one. Take a moment. Look around. What do you see?;;;
OLIVIA: I see nothing. Just light.;;;
WALTER: Olivia, listen carefully. Apart from my voice, what else do you hear?;;;
OLIVIA: Music.;;;
WALTER: Excellent. Where is it coming from? You should be able to see something.;;;
OLIVIA: There's nothing. I don't know where I am.;;;
WALTER: Stand by. Anything now? What do you see?;;;
OLIVIA: Nothing. Wait, there's a door.;;;
WALTER: Good. Walk through it. Tell me where you end up.;;;
OLIVIA: I'm in a restaurant.;;;
WALTER: Does it look familiar?;;;
OLIVIA: Sort of, but I don't know why. This is where we had our first date. And there we are. This is our first date.;;;
WALTER: Can... can you see yourself and John?;;;
PETER: What's going on?;;;
WALTER: She's gone back in.;;;
PETER: What? Olivia went back in the tank? why?;;;
WALTER: Son, I need your help.;;;
PETER: Walter, you said that this was dangerous.;;;
WALTER: Oh, it is. Very.;;;
ASTRID: She thinks John Scott had information about the man who killed himself.;;;
PETER: So, what, she went back in the tank to go talk to John Scott?;;;
ASTRID: To see his memories.;;;
OLIVIA: Look at him. He looks so alive.;;;
JOHN: Maybe.;;;
"OLIVIA: What do you mean, """"maybe""""?";;;
JOHN: You'll see.;;;
OLIVIA: So real.;;;
WALTER: I need you to adjust the drugs.;;;
PETER: Well, what did you give her this time?;;;
WALTER: Drugs I'd rather be taking myself. Set the IV to ten drips per. Peter, please.;;;
OLIVIA: I'm getting up. What should I do?;;;
WALTER: Fear not. This is just a memory. Um, just visiting. They cannot see you.;;;
OLIVIA: He's alone. John?;;;
WALTER: He cannot hear you or speak with you. You're in a memory. He cannot interact with you. Olivia, I'm going to take you elsewhere.;;;
OLIVIA: I loved you. Tonight, during dinner, I loved you, but you were lying to me about who you were. I mean, did you ever have any feelings for me at all, or was it all just...? Mark Young killed himself yesterday... He sees me.;;;
WALTER: No, Olivia. He definitely does not see you.;;;
OLIVIA: I'm somewhere else. I'm in John's car.;;;
WALTER: Good. Do you see any clues?;;;
OLIVIA: I'm alone.;;;
WALTER: He must be there. Find out where you are.;;;
OLIVIA: There's no one here.;;;
WALTER: It's his memory. He must be there somewhere.;;;
OLIVIA: I see them.;;;
WALTER: Who?;;;
PETER: Ask her what she sees.;;;
WALTER: Wh... what do you see?;;;
OLIVIA: There's four men. There's John, a black guy, one who looks Latino, and the fourth I can't see. I don't know who they are.;;;
GEORGE MORALES: Let's give him a minute. This is a big decision he's about to make.;;;
MARK YOUNG: Alright, I'm good.;;;
OLIVIA: Oh, my God. It's Mark Young. I see him. He's here.;;;
WALTER: Can you hear anything? Alright?;;;
OLIVIA: I'll get closer. Young's leaving with the Latino. I'm going after them.;;;
GEORGE MORALES: Now you just do your part, and we'll take care of you. We do this one deal, and it's hasta luego.;;;
OLIVIA: They've disappeared.;;;
WALTER: That's because you're not in their memories. You're in John's. You must go back to him.;;;
PAUL: You know if it's on time?;;;
JOHN: It will be. He'll deliver. He's just a little nervous. See the look he gave me when you told him how much you'd be willing to offer?;;;
PAUL: I hope you're right. If we get into another Ashley situation, we're screwed.;;;
(John stabs Paul);;;
OLIVIA: No! Stop! No! Get me outta here! Walter!;;;
OLIVIA: So just a little less chin.;;;
ASTRID: Okay. How's this?;;;
OLIVIA: That's it. That's the Latino guy I saw in John's memory. He's the only one of the four still alive. We need to figure out who he is and find him. So, can we get this to Charlie, and maybe we can get it ID'd?;;;
ASTRID: Got it.;;;
OLIVIA: Hey.;;;
PETER: Hey.;;;
OLIVIA: You're on my clothes.;;;
PETER: Oh, sorry.;;;
OLIVIA: That's okay.;;;
PETER: You okay?;;;
OLIVIA: Yeah. John's memories gave us a lead, so I better get a move on. I need to see Broyles.;;;
PETER: You want some company?;;;
OLIVIA: No. Thanks.;;;
PETER: Olivia, if you need me, I'm here.;;;
OLIVIA: Yeah, I know.;;;
OLIVIA: We believe Mark Young was murdered for selling technologies to black market buyers. And we believe that this man was part of an underground group responsible for brokering the sale of a synthetic hallucinogen manufactured by Massive Dynamic's drug division.;;;
BROYLES: And what would be the black market applications of this hallucinogen?;;;
OLIVIA: The drug can easily be mass produced as a cheap street drug or worse. In its potent form, used as a chemical weapon. Apparently it can literally scare you to death.;;;
BROYLES: Then don't let me slow you down. Sounds like you're doing fine.;;;
OLIVIA: There's just one more thing. We're gonna need Massive Dynamic to disclose every project that Mark Young was working on.;;;
BROYLES: You're right. Although that'll be easier said than done. I'll see what I can do.;;;
(Peter blindsides Michael and they fight);;;
PETER: If you touch her again, I'll kill you.;;;
CHARLIE: Any luck?;;;
AGENT #1: We've been running facial recognition software. So far no matches.;;;
CHARLIE: Witness sightings?;;;
AGENT #1: NYPD's passing the composite around Young's apartment building and office as we speak.;;;
OLIVIA: (into cell phone) Oh, yeah, I need you to cross reference all of John Scott's case files with Mark Young. Yeah. (sees Broyles enter) Hold on.;;;
BROYLES: From Nina Sharp... (puts files down) Mark Young's projects.;;;
OLIVIA: (to cell call) Yeah, can you call me back if you find something? Thank you.;;;
(she examines the files and deduces the phone number of the suspect);;;
GEORGE MORALES: Hello?;;;
OLIVIA: Hello, I'm calling on behalf of your long distance carrier.;;;
GEORGE MORALES: I'm not interested. And I don't want you calling again. So take me off your list, okay? Hasta luego.;;;
(flashing back to John Scott's memories - GEORGE MORALES: We do this one deal, and it's hasta luego.);;;
OLIVIA: I need this phone traced. This is our guy.;;;
CHARLIE: How do you know?;;;
